customer_id,churn_probability,risk_level,segment_name,key_risk_factors,recommendation_category,recommendation,priority,reason,hypothetical_intervention_impact
CUST-06897,0.6834,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.3%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06017,0.6833,High Risk,High-Value Long-Term Power Users,No Online Security Protection; High Monthly Bill ($108.45); Manual Electronic Check Payment,Technical Support,Initiate proactive technical support outreach; offer 3 months of complimentary premium tech assistance and digital security add-ons.,High,Absence of technical support and online security add-ons elevates predicted risk. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates adding Tech Support reduces estimated churn risk by ~10 percentage points.
CUST-04780,0.683,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.3%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06132,0.6827,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($95.05),Technical Support,Initiate proactive technical support outreach; offer 3 months of complimentary premium tech assistance and digital security add-ons.,High,Absence of technical support and online security add-ons elevates predicted risk. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates adding Tech Support reduces estimated churn risk by ~10 percentage points.
CUST-00035,0.6823,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00762,0.6823,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05131,0.6823,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03133,0.6822,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03944,0.6821,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06562,0.6817,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01859,0.6815,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($73.20),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.2%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01677,0.6815,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06200,0.6815,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06826,0.6814,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03358,0.6813,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01860,0.6813,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03959,0.6813,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-04051,0.6813,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03179,0.6812,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($84.10),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02998,0.6811,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02337,0.6807,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.1%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05236,0.6805,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.0%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05701,0.6803,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($79.30),Technical Support,Initiate proactive technical support outreach; offer 3 months of complimentary premium tech assistance and digital security add-ons.,High,Absence of technical support and online security add-ons elevates predicted risk. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates adding Tech Support reduces estimated churn risk by ~10 percentage points.
CUST-05424,0.68,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.0%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03242,0.6798,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.0%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05195,0.6796,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (68.0%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02828,0.6794,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.9%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03774,0.6793,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.9%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01466,0.6793,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.9%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01659,0.6793,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; High Monthly Bill ($105.95),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.9%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03414,0.6791,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.9%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00419,0.6785,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.8%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00169,0.6783,High Risk,Loyal Low-Spend Long-Termers,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.8%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00733,0.6781,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.8%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01593,0.678,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.8%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03008,0.678,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.8%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03375,0.6775,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.8%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06129,0.6773,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.7%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01002,0.677,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.7%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02568,0.6769,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.7%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05500,0.6768,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.7%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02766,0.6767,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.7%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03255,0.6767,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.7%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03568,0.6765,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($89.65),Technical Support,Initiate proactive technical support outreach; offer 3 months of complimentary premium tech assistance and digital security add-ons.,High,Absence of technical support and online security add-ons elevates predicted risk. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates adding Tech Support reduces estimated churn risk by ~10 percentage points.
CUST-02710,0.6764,High Risk,Loyal Low-Spend Long-Termers,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05967,0.6764,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Online Security Protection; High Monthly Bill ($99.45),Technical Support,Initiate proactive technical support outreach; offer 3 months of complimentary premium tech assistance and digital security add-ons.,High,Absence of technical support and online security add-ons elevates predicted risk. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates adding Tech Support reduces estimated churn risk by ~10 percentage points.
CUST-05971,0.676,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00092,0.676,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02244,0.676,High Risk,High-Value Long-Term Power Users,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Value Long-Term Power Users' segment (high lifetime financial value).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06484,0.6757,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01339,0.6756,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00023,0.6756,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.6%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06030,0.6753,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); High Monthly Bill ($94.90),Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.5%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-01796,0.6753,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.5%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-02864,0.6751,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.5%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-03436,0.6751,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.5%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-05802,0.675,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.5%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-00291,0.6748,High Risk,High-Spend At-Risk Onboarders,Flexible Month-to-Month Contract; No Tech Support Service; No Online Security Protection,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.5%) driven by short-term contract commitment and lack of support add-ons. Belongs to 'High-Spend At-Risk Onboarders' segment (46.4% segment churn rate).,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
CUST-06811,0.6746,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; No Online Security Protection; Manual Electronic Check Payment,Technical Support,Initiate proactive technical support outreach; offer 3 months of complimentary premium tech assistance and digital security add-ons.,High,Absence of technical support and online security add-ons elevates predicted risk.,Scenario analysis estimates adding Tech Support reduces estimated churn risk by ~10 percentage points.
CUST-03510,0.6744,High Risk,New Low-Spend Basic Customers,Flexible Month-to-Month Contract; Short Tenure (<= 12 months); No Tech Support Service,Contract Review,Offer contract migration incentives (e.g. 10% monthly discount or bonus streaming features for upgrading to a 1-Year or 2-Year contract).,High,High predicted risk (67.4%) driven by short-term contract commitment and lack of support add-ons.,Scenario analysis estimates upgrading to a 1-Year contract reduces estimated churn risk by ~27 percentage points.
